id,name,created_at,updated_at,intro,page,opt,shows
3141,РОЛИК ОБВОДНОЙ ПРИВОДНОГО РЕМНЯ,2014-02-15 00:26:12.389019,2015-01-19 15:46:40.415093,,,,151
3142,УПЛОТНИТЕЛЬНОЕ КОЛЬЦО АДАПТЕР МАСЛЯНОГО ФИЛЬТРА,2014-02-15 00:26:12.390853,2015-01-19 15:46:40.398459,,,,0
3143,КОРПУС ТЕРМОСТАТА,2014-02-15 00:26:12.392673,2015-01-19 15:46:40.378004,,,,2363
3144,ПРОКЛАДКА ТЕРМОСТАТА,2014-02-15 00:26:12.394609,2015-01-19 15:46:40.357517,"","",,905
3145,ТЕРМОСТАТ,2014-02-15 00:26:12.396833,2015-01-19 15:46:40.345192,"<p>Термостат &mdash; устройство (прибор) для поддержки постоянной температуры.<br />
Термостат в автомобиле &ndash; стабилизирует температуру охлаждающей жидкости (ОЖ) в системе охлаждения двигателя, содействует быстрому разогреву двигателя, и поддерживает требуемый температурный режим работы.</p>

<p>&nbsp;</p>
","<p>Термостат &mdash; устройство (прибор) для поддержки постоянной температуры.<br />
Термостат в автомобиле &ndash; стабилизирует температуру охлаждающей жидкости (ОЖ) в системе охлаждения двигателя, содействует быстрому разогреву двигателя, и поддерживает требуемый температурный режим работы.</p>

<p><span style=""line-height: 1.428571429;"">Изготавливают термостаты из материалов: латунь, медь, пластик. Рабочим материалом конструкции является термоэлемент, наполненный твёрдым веществом (смесь воска с порошком меди, графита и алюминия).&nbsp;</span></p>

<p>Основа работы термостата: в цилиндре находится шарик воска, его температура плавления 82 по Цельсию. В сам цилиндр вставлен штырь. При плавлении воск расширяется, отводя штырь - клапан открывается. При остывании воск сужается, штырь отходит в начальное положение &ndash; клапан закрывается.</p>

<p>При пуске двигателя, ОЖ имеет температуру окружающего воздуха. Клапан термостата закрыт - циркуляция ОЖ осуществляется на &laquo;малом&raquo; кругу (рубашка охлаждения двигателя, радиатор печки). Температура растёт, термостат открывает клапан, циркуляция ОЖ осуществляется по &laquo;большому&raquo; кругу (подключается главный радиатор системы охлаждения). В промежутке температур 80-95 по Цельсию клапан термостата - в среднем положении, обеспечивается поэтапное перемешивание и поддержка соответствующей температуры ОЖ.</p>

<p>Главная неисправность термостата: заклинивание клапана в открытом, закрытом, среднем положениях.</p>

<p>Признаки поломки: двигатель не выходит на требуемой температурный режим эксплуатации, двигатель перегревается.</p>

<p>&nbsp;</p>
",,126739
3146,КОРПУС/ПАТРУБОК СИСТЕМЫ ОХЛАЖДЕНИЯ,2014-02-15 00:26:12.399149,2014-02-15 00:26:12.399149,,,,
3147,ПРОКЛАДКА СИСТЕМЫ ОХЛАЖДЕНИЯ,2014-02-15 00:26:12.401087,2015-01-19 15:46:38.981962,"","",,66
3148,ТРУБКА/ШЛАНГ СИСТЕМЫ ОХЛАЖДЕНИЯ,2014-02-15 00:26:12.403065,2014-02-15 00:26:12.403065,,,,
3149,ШЛАНГ РАДИАТОРА - ВЕРХНИЙ,2014-02-15 00:26:12.405077,2014-02-15 00:26:12.405077,,,,
3150,ШЛАНГ РАДИАТОРА - НИЖНИЙ,2014-02-15 00:26:12.407036,2014-02-15 00:26:12.407036,,,,
3151,ФИКСАТОР СТЕКЛА,2014-02-15 00:26:12.409037,2015-01-19 15:46:38.961265,,,,86
3152,СТЕКЛО ЛЕВОЕ,2014-02-15 00:26:12.411046,2015-01-19 15:46:38.940254,,,,2943
3153,СТЕКЛО ПРАВОЕ,2014-02-15 00:26:12.412818,2015-01-19 15:46:38.931465,,,,3292
3154,САЛОННОЕ СТЕКЛО,2014-02-15 00:26:12.414643,2015-01-19 15:46:38.910796,,,,67
3155,СТЕКЛО СДВИЖНОЙ ДВЕРИ,2014-02-15 00:26:12.416479,2015-01-19 15:46:38.889961,,,,114
3156,СТЕКЛО ЗАДНЕЕ,2014-02-15 00:26:12.418434,2015-01-19 15:46:38.873176,,,,47515
3157,СТЕКЛО ЗАДНЕЕ ЛЕВОЕ,2014-02-15 00:26:12.42057,2015-01-19 15:46:38.85252,,,,750
3158,СТЕКЛО ЗАДНЕЕ ПРАВОЕ,2014-02-15 00:26:12.422668,2015-01-19 15:46:38.827951,,,,770
3159,ФОРТОЧКА ЗАДНЯЯ ЛЕВАЯ,2014-02-15 00:26:12.432484,2015-01-19 15:46:38.767395,,,,110
3160,ФОРТОЧКА ЗАДНЯЯ ПРАВАЯ,2014-02-15 00:26:12.434441,2015-01-19 15:46:37.89384,,,,136
3161,СТЕКЛО ЛОБОВОЕ,2014-02-15 00:26:12.436385,2015-01-19 15:46:37.877133,,,,128129
3162,СТЕКЛО ПЕРЕДНЕЕ ЛЕВОЕ,2014-02-15 00:26:12.438122,2015-01-19 15:46:37.860482,,,,595
3163,СТЕКЛО ПЕРЕДНЕЕ ПРАВОЕ,2014-02-15 00:26:12.439908,2015-01-19 15:46:37.83986,,,,950
3164,ФОРТОЧКА ПЕРЕДНЯЯ ЛЕВАЯ,2014-02-15 00:26:12.441715,2015-01-19 15:46:37.814877,,,,14
3165,ФОРТОЧКА ПЕРЕДНЯЯ ПРАВАЯ,2014-02-15 00:26:12.443528,2015-01-19 15:46:37.789717,,,,17
3166,БЛОК ДРОСЕЛЬНОЙ ЗАСЛОНКИ,2014-02-15 00:26:12.445369,2015-01-19 15:46:37.76496,,,,20
3167,ВОЗДУХОЗАБОРНИК,2014-02-15 00:26:12.447156,2015-01-19 15:46:37.731627,,,,5328
3168,КОМПРЕССОР/НАГНЕТАТЕЛЬ ВОЗДУХА,2014-02-15 00:26:12.448963,2014-02-15 00:26:12.448963,,,,
3169,КОРПУС ВОЗДУШНОГО ФИЛЬТРА,2014-02-15 00:26:12.450795,2015-01-19 15:46:37.702488,,,,2913
3170,НАСОС ВАКУУМНЫЙ,2014-02-15 00:26:12.452626,2015-01-19 15:46:37.668243,,,,15300
3171,ПАТРУБОК ПОДАЧИ ВОЗДУХА,2014-02-15 00:26:12.454563,2015-01-19 15:46:36.506784,,,,57
3172,РАДИАТОР ОХЛАЖДЕНИЯ ВОЗДУХА,2014-02-15 00:26:12.456455,2015-01-19 15:46:36.486255,,,,81
3173,"ТУРБИНА, ДЕТАЛИ ТУРБИНЫ",2014-02-15 00:26:12.4582,2014-02-15 00:26:12.4582,,,,
3174,ФИЛЬТР ВОЗДУШНЫЙ,2014-02-15 00:26:12.459954,2015-01-19 15:46:36.477151,"<p>Воздушные фильтры бывают из бумаги, материала, войлока, паралона и пр. и служат для очистки воздуха от посторонних частиц, подаваемого в помещения систем вентиляции и кондиционирования, так же используется в технологических процессах, в газовых турбинах, в двигателях внутреннего сгорания и др.</p>
","",,50687
3175,БАЧОК-ПОГЛОТИТЕЛЬ ПАРОВ ТОПЛИВА И ЕГО ДЕТАЛИ,2014-02-15 00:26:12.461799,2014-02-15 00:26:12.461799,,,,
3176,ДАТЧИК ВОДЫ В ТОПЛИВЕ,2014-02-15 00:26:12.463586,2015-01-19 15:46:36.460438,,,,74
3177,ДАТЧИК ДАВЛЕНИЯ ТОПЛИВА,2014-02-15 00:26:12.465445,2015-01-19 15:46:36.440375,,,,2195
3178,ДАТЧИК ТЕМПЕРАТУРЫ/ПОДОГРЕВА ТОПЛИВА,2014-02-15 00:26:12.467309,2014-02-15 00:26:12.467309,,,,
3179,ДАТЧИК УРОВНЯ ТОПЛИВА,2014-02-15 00:26:12.469259,2015-01-19 15:46:36.427568,,,,8345
3180,КЛАПАН/РЕГУЛЯТОР ДАВЛЕНИЯ ТОПЛИВА,2014-02-15 00:26:12.471168,2014-02-15 00:26:12.471168,,,,
3181,НАСОС ТОПЛИВНЫЙ,2014-02-15 00:26:12.472929,2015-01-19 15:46:36.415284,"<p>Топливный насос предназначен для подачи определенного количества топлива к карбюратору (при карбюраторном двигателе) или форсункам ( при дизельном или инжекторном двигателе). В зависимости от типа привода насосы делятся на механические и электрические.&nbsp;</p>
","<p>Топливный насос предназначен для подачи определенного количества топлива к карбюратору (при карбюраторном двигателе) или форсункам ( при дизельном или инжекторном двигателе). В зависимости от типа привода насосы делятся на механические и электрические.&nbsp;<br />
При карбюраторном двигателе используется механический бензонасос. Основными составляющими частями механического насоса являются: диафрагма (состоит обычно из 2-3 мембран), шток с возвратной пружиной, всасывающий и нагнетательный клапаны, сетчатый фильтр и механический привод.<br />
Электрический бензонасос используется при дизельном или инжекторном двигателе внутреннего сгорания с установленным впрыском топлива. В зависимости от конструкции, насосы делятся на центробежные (лопастные), роликовые и шестеренные. Из-за конструкции шестеренные и роликовые насосы, обычно устанавливают в топливопроводе, тогда как центробежные, чаще всего, в топливобаке. Электрический насос подает топливо (с давлением около 0,4 Мпа) к насосу высокого давления (создает давление до 0,7 Мпа). Давление регулируется за счет напряжения или с помощью предохранительного клапана. Основной функцией электронасоса является поддержка постоянного давления в системе.</p>
",,35154
